메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
골뱅이옥수수무침,"['나물', '생채', '샐러드']",한식,메인요리,매우 쉬움,198.0,54505,2,"['골뱅이 200g', '오징어포 200g']","['깻잎 8장', '양파 1개', '오이 1개', '스위트콘 약간', '쪽파 1뿌리', '청고추 1개', '홍고추 1개']","['고춧가루 2큰술', '식초 2큰술', '간장 1큰술', '참기름 약간', '통깨 약간']","['1. 골뱅이를 물기를 제거한 후 먹기 좋은 크기로 썰어 놓는다.', '2. 양파는 채썰고, 깻잎은 돌돌 말아 채썰어 놓는다.', '3. 오이도 길이로 반을 잘라 반달 채썰기를 한다.', '4. 스위트콘은 체에 물기를 받쳐 놓는다.', '5. 쪽파도 4cm길이로 썰어 놓고, 오징어포도 먹기 좋게 썰어 놓는다.', '6. 청고추, 홍고추는 동그랗게 썰어 놓는다.', '7. 양념장은 분량대로 섞어 놓은 후 위의 준비된 재료에 같이 버무려 먹는다.']",30
냉이초무침,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,70.0,62595,2,['냉이 200g'],"['다진파 1큰술', '다진마늘 1/2큰술', '깨소금 1작은술씩']","['식초 1큰술', '소금 2/3작은술', '참기름 1작은술씩']","['1. 냉이는 다듬어 씻은 뒤 끓는 물에 살짝 데쳐 물기를 꼭 짠다.', '2. 다진 파, 다진 마늘, 식초, 소금, 깨소금, 참기름을 넣어 양념을 만든다.', '3. 냉이를 ②의 양념에 조물조물 무쳐낸다.']",30
다시마채소말이,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,123.0,53967,2,"['쌈다시마 8장', '오징어 1마리']","['게맛살 2줄', '홍피망 1/2개', '파프리카 1/2개', '오이 1개']",['초고추장 약간'],"['1. 쌈다시마를 준비하여 물에 두 번 이상 씻어 소금기를 뺀 뒤 찬물에 담가 충분히 불린다.', '2. 게맛살, 피망, 파프리카, 오이를 5cm 길이로 잘라 굵게 채썬다.', '3. 오징어는 끓는 물에 데쳐서 체에 밭쳐 물기를 뺀 뒤 채소와 같은 길이로 채썬다.', '4. 쌈다시마는 물기를 없앤 뒤 김발 위에 놓고 ②와 ③을 올려 김밥 말듯이 말아준다.', '5. 먹기 좋게 썰어 접시에 담고 초고추장을 곁들여 낸다.', '6. 초고추장을 준비하여 곁들여 낸다.']",30
달래무침과냉이나물,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,60.0,93947,2,"['달래 100g', '냉이 200g']","['고춧가루 2작은술', '간장 2큰술', '설탕 1작은술', '식초 1큰술', '깨소금 1큰술', '고추장 1큰술', '간장 1/2작은술', '설탕 1작은술', '식초 2작은술', '다진파 1/2큰술', '다진마늘 1/2작은술', '참기름 1/2작은술', '깨소금 1큰술']",,"['1. 달래는 다듬어 씻어서 얇은 껍질과 잔뿌리를 손질한 뒤 5cm길이로 자른다.', '2. 냉이는 다듬어 잔뿌리를 손질한 다음 끓는 물에 소금을 약간 넣고 뚜껑을 연 채 살짝 데친 후 찬물에 헹궈 꼭 짜서 물기를 제거한다.', '3. 분량의 양념 재료를 섞어 각각의 양념장을 만든다.', '4. 달래는 먹기 직전에 양념장을 넣어 가볍게 무친다.', '5. 데친 냉이에 양념장을 넣고 골고루 무친다.', '6. 접시에 달래무침과 냉이나물을 담아 낸다.']",30
달래오이무침,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,60.0,155692,2,"['달래 80g', '오이 1/2']",['밤 3개'],"['간장 2큰술', '다진마늘 2작은술', '고춧가루 2작은술', '깨소금 2작은술', '식초 1과 1/2큰술', '참기름 1작은술']","['1. 달래는 다듬어 씻어서 얇은 껍질과 잔뿌리를 손질한 뒤 3등분한다.', '2. 오이는 깨끗이 씻어서 반으로 자른 뒤 어슷썬다.', '3. 밤은 껍질을 벗기고 편으로 썬다.', '4. 분량의 양념 재료를 섞어 양념장을 만든 뒤 먹기 직전에 ①, ②, ③을 버무려 낸다.']",30
닭가슴살해파리샐러드,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,198.0,51720,2,"['닭(가슴살) 50g', '해파리 60g']","['오이 1/2개', '홍고추 1/2개', '레몬 1/6쪽', '청고추 1/2개']","['식초 4큰술', '참기름 1작은술', '간장 1작은술', '설탕 2큰술', '꿀 2큰술', '소금 약간']","['1. 닭가슴살은 끓는물에 삶은 뒤 손으로 먹기좋게 찢어놓는다.', '2. 해파리는 소금기를 씻어내고 끓는물에 삶아서 찬물에 식힌 후 설탕 2큰술, 소금 약간, 식초 2큰술, 물 8큰술을 섞어 담가둔다.', '3. 홍고추, 청고추는 잘게 썰어놓는다.', '4. 그릇에 물 3큰술, 식초 4큰술, 참기름 1작은술, 간장 1작은술, 소금 약간, 설탕 2큰술, 꿀 2큰술, 홍고추, 청고추를 넣고 잘 섞어 소스를 만든다.', '5. 오이와 레몬은 편으로 얇게 썰어놓는다.', '6. ④의 소스에 찢어놓은 닭가슴살과 해파리를 묻힌 후 접시에 오이를 깔고 그 위에 담아낸다.']",30
대파생채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,38.0,13758,2,['대파 2대'],"['소금 4작은술', '설탕 4작은술', '식초 4작은술', '깨 약간']",,"['1. 대파는 적당한 길이로 잘라 얇게 채 썬다.', '2. ①을 찬물에 담가 진액을 제거한다.', '3. ②를 체에 밭쳐 물기를 뺀 뒤, 먹기 직전에 분량의 양념재료를 넣고 새콤달콤하게 무친다.']",10
도라지생채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,53.0,61708,4,['도라지 200g'],['깨소금 1큰술'],"['소금 1큰술', '설탕 1큰술', '다진파 1큰술', '다진마늘 1큰술', '고춧가루 1큰술', '식초 1작은술', '소금 1작은술', '참기름 1작은술']","['1. 도라지는 껍질을 벗기고 가늘게 찢어 소금으로 박박 문질러 씻어 쓴맛을 뺀다.', '2. 찬물에 담가 아린 맛을 뺀후 2~3번 헹구어 물기를 뺀다.', '3. 도라지에 고춧가루를 넣고 주물러 빨갛게 물들인다.', '4. 도라지에 고루 물이 들면 소금, 설탕, 식초, 참기름, 파, 마늘로 양념하여 골고루 무친다.']",25
도라지오이생채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,70.0,153017,4,"['도라지 200g', '오이 1개']",['고추가루 2큰술'],"['다진파(다진것) 3큰술', '다진마늘 1과1/2큰술', '깨소금 1큰술', '설탕 1큰술', '식초 2큰술', '참기름 약간', '소금 약간']","['1. 오이는 반으로 갈라 어슷썰고 소금에 5분 정도 절인 다음 찬물에 헹궈 물기를 꼭 짠다.', '2. 도라지는 소금을 넣어 주물러 쓴맛을 우려낸다.', '3. 쓴 맛이 빠진 도라지는 물기를 꼭 짠 후 고춧가루를 넣고 색깔이 나게 무친다.', '4. 무친 도라지와 오이를 섞어 다진 파, 마늘 ,설탕, 소금, 깨소금, 식초로 양념하여 같이 무친다.']",20
도토리묵무침,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,110.0,154424,4,"['도토리묵 2모', '쑥갓 1/2단', '오이 1개']","['당근 1/2개', '청고추 2개', '홍고추 1개', '상추 10장', '김 1/2장']","['간장 3큰술', '고춧가루 1큰술', '설탕 1작은술', '다진파 1작은술', '다진마늘 1작은술', '참기름 1작은술', '들깨 1작은술', '실고추 약간', '소금 약간']","['1. 도토리묵은 반 갈라 1cm두께로 썰어 소금을 살짝 뿌려 놓는다.', '2. 김은 구워 잘게 부수고 풋고추는 어슷썬다.', '3. 야채는 한 입 크기로 적장하게 썰어 다진마늘과 참기름으로 무친다.', '4. 간장 3큰술에 다진 마늘, 참기름을 제외한 분량의 양념 재료를 고루 섞어 양념장을 만든다.', '5. 묵에 ③과 김, 고추를 섞고 양념장을 끼얹어 무친다.', '6. 그릇에 ⑤의 묵을 돌려 담고 가운데 양념한 야채를 담아 실고추를 얹어 마무리한다.']",15
돌나물달래샐러드,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,108.0,70659,2,"['돌나물 50g', '달래 15g']",['오이 1/3쪽'],"['샐러드오일 2큰술', '간장 1큰술', '식초 1큰술', '레몬즙 약간', '청량고추즙 2큰술', '양파즙 약간', '설탕 1큰술', '소금 약간']","['1. 돌나물을 이물질을 제거하고 깨끗하게 씻는다.', '2. 달래도 이물질을 제거하고 깨끗하게 씻는다.', '3. 오이는 깨끗하게 씻은 후 반달썰기를 하여 준비한다.', '4. 샐러드오일 2큰술, 간장 1큰술, 식초 1큰술, 레몬즙, 청량고추즙 2큰술, 양파즙, 설탕 1큰술, 소금 약간으로 샐러드 소스를 만든다.', '5. 위의 재료를 체에 밭쳐 물기를 제거한 후 소스에 맛있게 무쳐낸다.']",20
두릅된장무침,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,75.0,36946,2,"['두릅 200g', '된장 1큰술', '실고추 1큰술']","['다진파 2큰술', '다진마늘 1큰술', '깨소금 1큰술', '참기름 1큰술', '소금 약간', '설탕 약간']",,"['1. 두릅은 연한 것으로 겉껍질을 벗겨 내고 깨끗이 손질하여 끓는 소금물에 데쳐 낸 다음 찬물에 헹구어 꼭 짜 놓는다.', '2. 파와 마늘은 곱게 다져 놓는다.', '3. 된장에 다진 파, 마늘, 참기름, 깨소금 등을 넣어 양념장을 만든다.', '4. 큰 볼에 데쳐낸 두릅과 양념장을 조물조물 무쳐낸다.']",30
두릅숙회,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,85.0,34119,2,['두릅 12개'],"['미나리 10줄기', '계란 2개', '홍고추 약간']","['고추장 3큰술', '설탕 2큰술', '식초 2큰술', '깨소금 약간']","['1. 두릅을 손질한 후 살짝 데친다.', '2. 미나리는 끓는 물에 살짝 데친다. 홍고추는 씨를 빼고 굵게 채를 썬다.', '3. 계란은 노른자와 흰자로 나누어 지단을 부친 다음 두껍게 채를 썬다.', '4. 초고추장을 만든다.', '5. 두릅에 지단채와 홍고추를 올리고 미나리로 묶는다.', '6. 접시에 담아 초고추장을 곁들여 낸다.']",30
두부미역냉채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,95.0,78227,2,"['두부 1모', '미역 100g']","['양파 1/2개', '홍고추 1/2개']","['간장 1/4컵', '참기름 1큰술', '설탕 1큰술', '통깨 1큰술']","['1. 두부는 6등분하여 끓는 물에 살짝 데친 뒤 물기를 제거하여 냉장고에 넣어 차게 식힌다.', '2. 미역은 충분히 불려 다져 놓는다.', '3. 양파는 곱게 다져서 물에 씻어 매운기를 뺀뒤 물기를 꼭 짠다.', '4. 홍고추는 곱게 다지고 분량의 양념 재료를 섞어 소스를 만들어둔다.', '5. 차게 해놓은 두부는 접시에 보기좋게 담는다.', '6. 두부 위에 다진 미역을 얹고, 그 위에 다진 양파와 홍고추를 얹고 소스를 끼얹어 낸다.']",30
두부채소냉채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,256.0,46413,2,"['두부 1/2모', '쇠고기 80g']","['양배추 50', '당근 50g', '오이 1/2개', '소금 약간']","['땅콩가루 1큰술', '식초 1큰술', '간장 1/2큰술', '겨자 1/2큰술', '황설탕 1/2큰술', '소금 약간', '참기름 약간']","['1. 두부는 1cm 정도의 두께로 썰어 깨끗한 행주로 물기를 제거한 후 소금으로 약하게 간하여 프라이팬에 노릇하게 지져낸다.', '2. 지져낸 두부는 열기를 식혀 냉장고에 차게 보관한다.', '3. 쇠고기는 편육용으로 삶아 식힌다. (삶을 때는 쇠고기의 냄새를 없애기 위해 마늘, 통후추 등을 소량 넣어 준다)', '4. 양배추, 오이, 당근, 쇠고기, 두부는 길이 5cm, 넓이 2cm 정도의 막대모양으로 썬다.', '5. 땅콩가루 1큰술, 식초 1큰술, 간장 1/2큰술, 갠겨자 1/2큰술, 황설탕 1/2큰술, 소금, 참기름약간을 믹서기에 넣고 곱게 갈아 땅콩겨자소스를 만들어 차게 보관해 둔다.', '6. 접시에 위의 재료를 보기좋게 담은 후 땅콩겨자소스를 곁들여 낸다.']",30
무생채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,55.0,140421,2,['무 1/4개'],"['다진파 1작은술', '다진마늘 1/2작은술']","['고춧가루 1작은술', '식초 1과 1/2큰술', '설탕 1과 2/3큰술', '소금 약간', '참기름 약간', '깨소금 약간']","['1.무는 5cm 길이로 곱게 채를 썬다.', '2. 다진마늘, 다진파를 비롯한 분량의 양념 재료를 넣고 양념장을 만든다.', '3. 양념장이 만들어지면 무를 넣고 무친다.', '4. 그릇에 담아낼때 깨소금을 약간 뿌려서 낸다.']",20
무쌈말이,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,110.0,46722,2,['절임무 1팩'],"['비트 1개', '오이 1/2개', '게맛살 2개', '파프리카 1개', '네모난햄 6장', '무순 1팩', '계란 2개']","['땅콩버터 2와1/2큰술', '꿀 1큰술', '설탕 1큰술', '식초 1과1/2큰술', '깨소금 1큰술', '레몬즙 1큰술']","['1. 비트는 칼로 잘 깎아 믹서기에 곱게 갈아둔다.', '2. 절임 무는 갈아 놓은 비트에 물을 들인다.(밀폐용기에 무를 담고 비트를 담고 꾸욱 눌러주면 물에 물이 든다)', '3. 오이는 돌려깎기해서 썰고 당근, 파프리카, 표고버섯, 햄은 채썰어 준비한다.', '4. 계란은 지단을 부쳐 식으면 채썬다.', '5. 준비한 채소들은 볶아 한 김 나가게 식혀둔다.', '6. 비트에 절인 무는 물기를 제거하고 준비한 채소들을 담고 돌돌 말아준다.', '7. 땅콩버터 소스를 만들어 곁들여 낸다.']",30
묵과양념장,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,112.0,53340,2,"['도토리묵 1/2모', '청포묵 1/2모']","['오이 1/2개', '게맛살 1개']","['간장 2큰술', '설탕 1작은술', '식초 1큰술', '홍고추 1개', '참기름 1작은술', '깨소금 1작은술']","['1. 도토리묵과 청포묵, 오이, 게맛살을 사방 1.5cm 크기로 썬다.', '2. 분량의 양념장을 만든다.', '3. 준비한 재료를 그릇에 담고 양념장을 끼얹는다.']",20
미나리꼬막간장무침,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,122.0,15724,4,"['꼬막 30개', '미나리 10g']","['풋고추 1/4개', '홍고추 1/4개']","['[양념장] 간장 2큰술', '설탕 1/2작은술', '다진마늘 1/2작은술', '다진파 1/2작은술', '참기름 1작은술', '통깨 1큰술']","['1. 꼬막은 소금물에 1시간 이상 해감한 후 끓는 물에 삶는다. 입이 벌어지면 체에 쏟아 속살이 달리지 않은 쪽 껍데기를 딴다.', '2. 미나리는 1cm 길이로 송송 썰고, 고추는 잘게 다진 후 분량의 양념장과 잘 섞는다.', '3. 꼬막 속살 위에 ②를 조금씩 올려 낸다.']",20
사색나물,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,55.0,142774,2,"['콩나물 50g', '도라지 50g', '시금치 50g', '고사리 50g']","['간장 2큰술', '식용유 6큰술', '물 약간']","['다진파 3큰술', '다진마늘 1큰술', '깨소금 1큰술', '참기름 1큰술', '소금 약간', '들깻가루 약간']","['1. 도라지는 잘게 찢어 소금물에 삶아 내고 씻어 물기를 짜 놓는다.', '2. 고사리는 억센 부분을 잘라내고 다듬어 6~7cm 길이로 썬다.', '3. 시금치는 끓는 소금물에 데쳐 찬물에 헹구어 물기를 짜놓는다.', '4. 콩나물은 깨끗이 씻어 끓는물에 데쳐 물기를 짜놓는다.', '5. 도라지, 시금치, 콩나물은 소금, 깨소금, 참기름, 다진 파, 마늘, 들깻가루로 양념하여 조물조물 묻힌다.', '6. 프라이팬에 기름을 살짝 두르고 고사리를 볶다가 간장, 물, 깨소금, 다진 파, 다진 마늘 등을 넣어 촉촉하게 양념하면서 볶는다.']",30
상추채소무침,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,85.0,111683,2,"['상추 10g', '들깻잎 10g', '쑥갓 5g', '케일 10g']","['고춧가루 1작은술', '설탕 1/2작은술', '식초 1/2작은술', '조림간장 1/4작은술', '참기름 약간', '깨소금 약간']",,"['1. 들깻잎, 엽상치, 쑥갓 등은 먹기 좋은 크기로 뜯어놓는다.', '2. 대파, 마늘은 다진다.', '3. ①을 싱싱하게 하기위해 물에 담가둔다.', '4. 고운 고춧가루 1작은술, 설탕 1/2작은술, 소금, 식초 1/2작은술, 조림간장 1/4작은술, 깨소금, 참기름으로 양념장을 만든다.', '5. 물에서 채소를 건져내어 물기를 없앤 후 ④의 양념장에 묻혀낸다.']",20
새우겨자채,"['나물', '생채', '샐러드']",한식,반찬,매우 쉬움,135.0,59150,2,['새우 5마리'],"['석이버섯 10g', '팽이버섯 30g', '오이 1/3개', '당근 50g', '양상추 50g', '부추 50g', '무순 30g', '배 1/4개']","['겨자 1큰술', '식초 2큰술', '설탕 1큰술', '소금 1작은술']","['1. 새우를 삶은 후, 껍질을 제거하고 포를 떠 놓는다.', '2. 겨자소스는 겨자, 식초, 설탕을 넣고 잘 섞은 후 소금으로 간하여 만든다.', '3. 나머지 채소는 채를 썰어 접시 위에 가지런히 놓고 그 위에 새우를 얹는다.', '4. 곁들인 겨자소스를 뿌린 뒤 버무려 먹는다.']",30
