메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
참치주먹밥,"['도시락', '간식']",한식,메인요리,어려움,404,235737,4,"['참치(캔) 1캔', '김 1/3장', '밥 3공기']","['실파 1큰술', '계란노른자(삶은것) 3개', '파슬리 1단', '당근 1/3개', '게맛살 1줄', '오이 1/3개', '단무지 약간', '매실장아찌 약간', '랩 약간']","['맛소금 약간', '깨소금 약간', '후춧가루 약간']","['1. 참치는 기름을 뺀 후 실파, 깨소금, 후춧가루를 넣고 양념하고 밥은 맛소금을 넣어 간한다.', '2. 계란은 완숙하여 노른자만 체에 내려놓고 파슬리는 곱게 다져 물기를 꼭 짜고 당근은 살짝 삶아 곱게 다진 후 물기를 꼭 짠다.', '3. 랩을 사방 10cm 정도로 잘라 한 입 크기로 밥을 놓고 속에 참치를 넣어 부드럽게 뭉친 다음 계란노른자, 파슬리가루, 당근가루, 흰 깨를 나누어 묻히고 적당히 김띠를 두른다.', '4. 깨끗한 거즈에 밥을 펴서 중심에 게맛살과 참치를 놓고 오이를 채썰어 얹어 김밥모양으로 돌돌 만다.', '5. ④를 칼에 물을 묻혀가며 1.5cm 폭으로 썰어 남은 파슬리, 당근, 깨, 노른자가루를 보기 좋게 묻혀 ③과 같이 곁들여 낸다.']",72
밤초와대추초,['후식'],한식,간식,보통,80,18584,4,"['밤 30개', '대추 20알']","['잣 3큰술', '계핏가루 약간']","['[밤초] 설탕 2컵', '꿀 2큰술', '[대추초] 설탕 1/2컵', '꿀 3큰술', '청주 1큰술']","['1. 밤은 껍질을 깐다.', '2. 대추는 따뜻한 물 2분의 1컵에 청주 1큰술을 넣고 30분간 담가둔 다음 잣을 박는다.', '3. 냄비에 ①과 ②를 넣고 설탕과 꿀에 넣어 약한 불에서 졸인다.', '4. 잣을 잘새 다져 밤에 잣가루를 묻힌다.']",44
은행탕,['후식'],한식,간식,보통,431,18540,2,['은행 50g'],"['기름(튀김용) 약간', '밀가루 20g']","['설탕 20g', '물 약간']","['1. 은행껍질이 잘 벗겨지도록 하기 위해 은행은 뜨거운 기름에 살짝 튀겨낸다.', '2. 껍질을 벗겨낸 은행은 밀가루를 묻힌다.', '3. 뜨거운 물에②를 코팅시킨 후 다시 밀가루에 묻힌다.', '4. ③를 3번 정도 반복한 후 기름에 튀겨낸다.', '5. 프라이팬에 기름을 두르고 설탕을 넣은 후 녹여 갈색이 나는 시럽을 만든다.', '6. 바삭하게 튀긴 은행을 ⑤에 묻히면서 찬물을 뿌려 서로 엉겨붙지 않도록 한다.']",43
인삼마른정과,['후식'],한식,간식,보통,300,36230,4,['수삼 10뿌리'],['수삼끓인물 1과1/2컵'],"['설탕 1과1/2컵', '꿀 1/2컵', '소금 1/3작은술']","['1. 수삼은 깨끗이 씻어 잔털은 떼어낸 후 두께가 두꺼울 때에는 세로 길이로 반 잘라 사용하며 얇은 수삼인 경우에는 통째로 사용한다.', '2. 시럽이 잘 배이도록 납작하게 두드려 펴준 수삼은 끓는 물에 살짝 데친다.', '3. 수삼 삶았던 물 1.5컵에 설탕과 소금을 약간 넣고 은근한 불에서 서서히 조린다.', '4. 끓을 때 생기는 거품은 걷어내고 설탕물이 1/3 정도 남았을 때 꿀을 넣고 다시 말갛게 졸여 젓가락으로 살짝 묻혀 보아 가느다란 실이 나기 시작하면 불에서 내린다.', '5. 채반에 ④를 건져 설탕물을 흘려내고 인삼만 건져 설탕을 앞 뒤로 묻힌 후 털어준다.']",38
매실청,['양념장'],한식,반찬,보통,45,25294,4,"['매실 3kg', '설탕 4kg']",,,"['1. 매실은 꼭지가 들어가면 씁쓸한 맛이 나므로 꼭지를 제거한 후 깨끗이 씻어 체에 받쳐 물기를 빼준다.', '2. 보관용기에 설탕과 매실을 번갈아가며 1:1의 비율로 넣는다.', '3. 1~2일 후 매실이 설탕 위로 올라오면 발효가 되므로 설탕을 다시 덮어준다.', '4. 최소 45일 이상 매실을 서늘한 곳에서 뚜껑을 열지 않고 숙성시킨 후 먹을 때 나무주걱으로 청과 매실을 분리하여 사용한다.']",38
각색경단,"['떡', '한과']",한식,간식,보통,226,60004,2,['찹쌀 5컵'],"['카스테라 200g', '노란콩가루 1/2컵', '푸른콩가루 1/2컵', '흑임자가루 1/2컵', '꿀 1/2컵']",['소금 1큰술'],"['1. 찹쌀은 깨끗이 씻어 일어서 물에 12시간 정도 담갔다가 건져 소금을 넣고 가루로 빻아 체에 내려 고운 가루를 만든다.', '2. 끓는 물을 넣고 익반죽하여 직경 2cm 정도로 동그랗게 빚고 끓는 물에 넣어 삶는다.', '3. 다 익으면 건져서 찬물에 따뜻한 기가 없어질 때까지 헹군 뒤 물기를 뺀다.', '4. 흑임자는 볶아서 절구에 찧어 체에 내려 준비한다.', '5. 카스테라는 껍질을 벗겨 속을 체에 내린다. 설탕은 기호에 따라 섞기도 한다.', '6. 콩가루는 가루채 준비한다.', '7. 삶아 낸 경단을 가루 갯수 분량으로 나누고 갖가지 꿀을 묻힌 후 고물을 묻혀 그릇에 담아낸다.']",54
건포도찹쌀단자,"['떡', '한과']",한식,간식,어려움,243,11828,4,"['[반죽] 찹쌀가루 75g', '멥쌀가루 21g', '[소] 동부 50g', '백앙금 50g', '건포도 35g', '분태땅콩 20g', '설탕 15g']","['[고물] 동부 50g', '포도가루 7g']","['[고명] 건포도 약간', '호박씨 약간']","['1. 소로 사용할 동부는 쪄서 분량의 재료들과 섞어 버무려둔다.', '2. 건포도는 장식용으로 사용할 것을 제외하고 굵직하게 다져 준비한다.', '3. ①을 밤톨만한 크기로 분할하여 둥글려둔다.', '4. 고물로 사용할 동부를 프라이팬에 넣고 볶다가 따뜻해지면 포도가루 7g을 넣고 촉촉한 느낌이 나도록 볶아서 식힌 후 체에 내려둔다.', '5. 찹쌀가루와 멥쌀가루를 섞어서 물을 넣고 단자 반죽을 만들어 ③의 소를 넣고 적당한 크기로 빚어놓는다.', '6. 끓는 물에 빚어둔 단자를 넣고 삶은 후 차게 식혀서 물기를 빼놓는다.', '7. ⑥을 ④의 고물에 묻혀서 접시에 담아놓고 건포도를 꽃으로, 반 가른 호박씨를 꽃잎으로 장식한다.']",75
꽃부꾸미,"['떡', '한과']",한식,간식,어려움,186,42028,2,['찹쌀 4컵'],"['물 1.5컵', '식용유 약간', '대추 6개', '밤 8개', '석이버섯 3장', '쑥갓 적당량', '팥앙금 150g']","['소금 2작은술', '꿀 2큰술']","['1. 찹쌀은 3~4회 깨끗이 씻은 후 물에 8~12시간 정도 담갔다가 소쿠리에 건져 물기를 뺀 후 분량의 소금을 넣고 가루로 빻는다.', '2. ①을 끓는 물로 익반죽하여 직경 6~7cm 정도 되도록 둥글 납작하게 빚는다.', '3. 팥앙금은 직경 1.5cm 정도가 되도록 둥글게 만들어 둔다.', '4. 밤은 껍질을 벗긴 후 곱게 채를 썰고, 대추는 돌려 깍아 씨를 뺀 뒤 곱게 채썬다.', '5. 석이버섯은 미지근한 물에 담갔다가 깨끗이 비벼 씻어 배꼽을 떼고 물기를 없앤 후 채썬다.', '6. 쑥갓은 깨끗이 씻어서 작은 잎을 떼어 놓는다.', '7. 팬에 기름을 두르고 만든 반죽을 넣어 한면이 익으면 뒤집어서 가운데 팥앙금을 넣고 반을 접어 지진다.', '8. 지져낸 떡 위에 준비한 밤채, 대추채, 석이채, 쑥잎을 장식하고 꿀을 발라낸다.']",62
단호박떡케이크,"['떡', '한과']",한식,간식,어려움,645,18661,2,"['멥쌀가루 400g', '단호박 1/8개']","['키위 1개', '방울토마토 7개', '밀감통조림 1/4캔', '체리 2개', '잣 약간', '호박씨 약간', '말린대추 1개', '딸기 2개']",['설탕 40g'],"['1. 멥쌀은 깨끗하게 씻은 뒤 상온에서 8시간 물에 불린 후, 물빼기를 한다. 물빼기를 한 멥쌀은 쌀 무게의 1.1%에 해당하는 소금을 첨가한 뒤 한번 빻아 놓는다.', '2. 단호박은 4등분으로 잘라서 껍질을 깨끗이 제거하고 속의 씨를 꺼낸 뒤, 푹 익도록 쪄내서 식힌다.', '3. 빻아 놓은 쌀가루 무게의 35~40% 에 해당하는 찐 단호박을 넣고 골고루 으깨어 섞고 잘비벼 다시 한번 빻아 고운 가루로 만든다.', '4. 두 번 빻아 놓은 가루는 체로 내려서 쌀가루 무게의 10%에 해당하는 설탕을 넣고 골고루 섞어준다.', '5. 설탕을 섞은 가루를 원형 케이크틀이나 사각형 케이크틀에 면보를 깔고 안친다.', '6. 시루에 성형틀을 넣고 스팀을 이용하여 35~40분 가량 면보자기를 덮어 찐다.', '7. 케이크형 떡을 받침에서 분리한 후 실온에서 식히고 부재료(키위,방울토마토,밀감, 딸기, 체리, 잣, 호박씨)를 얹어 장식한다.', '*사진제공: 메뉴판닷컴 패널 요리인 언제나웃음']",70
땅콩강정,"['떡', '한과']",한식,간식,보통,465,38846,2,"['쌀 5컵', '땅콩 1컵']",['기름 약간'],"['설탕 1컵', '물 5큰술', '물엿 1컵', '집청꿀 1/2컵']","['1. 쌀은 충분히 불린다. 손으로 만져보아 밥보다는 더 질고 죽보다는 되게 불리면 좋다.', '2. 불린 쌀은 물에 여러 번 헹궈서 물기를 완전히 빼고, 소쿠리에 건져 말린다.', '3. 말린 쌀을 체에 1주먹 분량씩 올린 뒤, 200℃로 가열한 기름에 살살 일궈낸다.', '4. 쌀이 하얗게 부풀어오르면 체로 건져올린 뒤, 종이를 밭쳐 기름기를 빼놓는다.', '5. 땅콩은 잘게 썬다.', '6. 팬에 잘게 썬 땅콩과 집청꿀을 넣은 뒤, 살살 볶다가 ④를 넣고 잘 섞어 버무린다.', '7. 넓은 나무판이나 쟁반에 두꺼운 비닐을 깔고, 기름칠을 한 번 해놓는다.', '8. 비닐 위에 집청꿀, 땅콩, 버무린 튀긴 쌀을 쏟아 붓고, 윗면을 평평하게 만든다.', '9. 강정이 식을 정도가 되면 도마에 쏟은 뒤, 네모지게 썰어낸다. 너무 딱딱하게 굳으면 잘 안 썰어지므로, 어느 정도 굳었다 싶을 때 썬다.']",51
떡케이크,"['떡', '한과']",한식,간식,보통,530,6991,2,"['멥쌀가루 2와1/2컵', '물 4큰술']","['말린자두 약간', '물 약간', '럼주 1큰술']",['설탕 2와1/2큰술'],"['1. 멥쌀가루에 물 4큰술을 넣고 고루 잘 섞어준다.', '2. ①을 고운 체에 두어번 내려준 후 설탕을 넣어 손으로 비비듯 섞어준다.', '3. 찜틀에 ②를 평평하게 담아 먹기 좋은 크기로 칼집을 내준다.', '4. 말린 자두는 럼을 섞은 물에 1시간 가량 담가 두어 부드럽게 해준 후 체에 밭쳐 물기를 빼둔다.', '5. ③을 김 오른 찜통에서 20분간 쪄낸 후 불에서 내려 5분 정도 뜸을 들여 떡케이크를 완성한다.', '6. 떡케이크를 먹기 좋게 썰어 접시에 담고 재워둔 ④의 자두를 얹어 낸다.']",51
레인보우설기,"['떡', '한과']",한식,간식,보통,368,14949,2,['쌀가루 3컵'],"['말린열대과일 3큰술', '말린견과루 2큰술']","['소금 1작은술', '우유 4큰술']","['1. 멥쌀가루는 소금을 넣고 체에 내린 다음 우유를 넣고 다시 한 번 체에 내린다. 멥쌀가루의 건조상태를 확인한 후 우유는 가감한다.', '2. 준비된 멥쌀가루에 각각 말린 열대과일을 고루 섞어준다. 기호에 따라 말린 견과류나 잘게 부순 색색깔 사탕을 넣기도 한다.', '3. 찜통에 면보를 깔고 원형 틀에 준비된 멥쌀가루를 담아 김이 오르는 찜통에 넣고 찌다가 15분 정도 경과되면 원형 틀을 빼주고 5분 정도 더 쪄낸다.']",37
색색단자,"['떡', '한과']",한식,간식,어려움,280,18951,4,"['찹쌀가루 2컵', '대추 10개', '밤 5개', '곶감 2개']","['물 3큰술', '잣 1/2컵', '꿀 3큰술', '밤 10개', '계피 1/2작은술']",,"['1. 찹쌀은 5시간 정도 불린 다음 물기를 빼고 소금간(쌀가루 5컵에 소금 1큰술)을 하여 가루를 내어 체에 내린다.', '2. 찹쌀가루는 물(3큰술)을 뿌려 고루 비빈 뒤 찜통에 젖은 베보자기를 깔고 안쳐 20~30분 정도 찐다.', '3. 대추는 돌려깎아 씨를 발라내고 밤은 속 껍질까지 벗긴 뒤 각각 곱게 채썬다. 곶감은 씨를 발라내고 저민 뒤 살짝 말려 곱게 채썰고 잣은 종이를 깔고 곱게 다져 모두 섞는다.', '4. 삶은 밤 10개는 속을 파낸 다음 물기를 없애고 굵은 체에 내린 후 꿀과 계핏가루를 섞어 소를 만들고 지름 2cm의 막대모양으로 빚는다.', '5. ②의 찐 찹쌀가루를 볼에 담아 방망이로 끈기가 생길 때까지 치댄다. 도마에 소금물을 바르고 떡을 쏟아 길고 가름하게 편다.', '6. 펴놓은 떡 가운데 준비한 소를 놓고 아래쪽부터 아물려 막대모양으로 만든다.', '7. 막대모양으로 만든 떡을 3cm 새알 모양으로 썰어 아무려 꿀을 바르고 고물을 묻힌다.']",69
송편,"['떡', '한과']",한식,간식,어려움,190,56055,2,"['멥쌀 2되', '소금 2큰술', '쑥 300g', '대추 10알', '솔잎 약간']","['풋콩 1컵', '소금 약간', '깨 1/2컵씩', '녹두 1/2컵씩', '물 10컵']","['참기름 약간', '꿀 2큰술', '설탕 2큰술', '계핏가루 약간']","['1. 멥쌀은 씻어서 충분히 불린 다음 물기를 빼고 소금을 넣어 반만 빻고, 나머지는 쑥을 넣어 곱게 빻는다.', '2. 대추는 물 10컵을 넣고 물이 없어질 때까지 끓인 뒤 체에 걸러 걸쭉한 대추고를 만든다.', '3. ①의 흰 멥쌀가루의 반은 뜨거운 물을 넣어 익반죽을 하고 나머지는 대추고를 넣어 반죽한다. 쑥을 넣은 멥쌀가루도 익반죽한다.', '4. 풋콩은 깨끗이 씻어 소금을 뿌리고 깨는 곱게 빻아 꿀을 넣어 버무린다.', '5. 녹두는 따뜻한 물에 불려 껍질을 벗긴 뒤 푹 쪄서소금을 넣고 믹서에 곱게 갈아 체에 내린다. 냄비에 녹두 고물과 설탕을 넣고 약한 불에서 볶은 뒤 계핏가루를 넣고 섞는다.', '6. 반죽을 조금씩 떼어 각각의 소를 넣고 빚어, 솔잎을 깔아 준비한 찜통에서 30분간 찐다. 쪄낸 송편을 찬물에 헹궈 참기름을 바른다.', '*사진제공: 메뉴판닷컴 패널 요리인 언제나웃음']",74
쑥갠떡,"['떡', '한과']",한식,간식,보통,320,35799,2,['멥쌀 2와1/2컵'],['쑥 150g'],"['소금 1/2큰술', '설탕 1큰술', '참기름 2큰술']","['1. 멥쌀은 깨끗이 씻어서 6시간 정도 충분히 불린 후 소금을 넣고 가루로 빻아서 고운 체에 친다.', '2. 멥쌀가루에 물을 뿌린 다음 버무려서 찜통이나 시루에 넣어 30분 정도 센불에서 찌고, 5분간 뜸들인다.', '3. 쑥을 살짝 데친 후 ②에 넣고 섞어서 쑥색이 고루들 때까지 찧는다.', '4. ③의 찧은 떡을 큰 도마에 놓고 모양 틀에 넣어 찍어내 참기름을 바른다.']",36
약과,"['떡', '한과']",한식,간식,보통,135,43972,2,['밀가루 1컵'],"['참기름 2큰술', '소금 약간', '조청 약간', '생강즙 1큰술', '청주 1큰술']","['설탕 1/2컵', '검은깨 약간', '물 1/2컵']","['1. 밀가루에 소금, 참기름을 넣어 고루 비벼 체에 내린다.', '2. ①의 밀가루에 분량의 조청, 생강즙, 청주를 넣어서 반죽을 질지 않게 한다.', '3. 반죽을 밀대로 0.5cm 정도로 밀고 원형 틀로 찍어 모양을 잡는다.', '4. 분량의 물과 설탕을 냄비에 넣고 반으로 줄 때까지 졸여 집청시럽을 만든다.', '5. 130~140℃의 기름에서 천천히 색이 나도록 튀긴다.', '6. 약과가 튀겨지면 집청시럽에 담갔다가 건진다.', '7. 약과를 잣과 검은깨로 장식해서 마무리한다.', '*사진제공: 메뉴판닷컴 패널 요리인 언제나웃음']",56
약식케이크,"['떡', '한과']",한식,간식,어려움,237,56005,2,['찹쌀(1컵=200g) 5컵'],"['물(1컵=200cc) 3컵', '밤 15개', '잣 1/4컵', '대추 5개', '은행 10알', '[고명용] 호박씨 10g', '대추 3개', '잣 약간']","['흑설탕 1컵', '진간장 3큰술', '소금 1작은술', '황설탕 2컵', '참기름 3큰술']","['1. 찹쌀은 깨끗이 씻어 3시간 정도 불린다.', '2. 껍질을 벗긴 밤은 먹기 좋은 크기로 썰고, 대추도 씨를 뺀 후 먹기 좋은 크기로 썬다.', '3. 은행은 프라이팬에 볶아 껍질을 벗겨내고 잣은 고깔을 뗀다.', '4. 압력솥에 분량의 물을 넣고 뚜껑을 덮지 않은 상태로 끓인다.', '5. 물이 끓으면 분량의 흑설탕과 황설탕, 소금을 넣고 완전히 녹인다.', '6. ⑤가 녹으면 간장과 참기름을 넣고 잘 섞는다. ⑥에 물기 뺀 찹쌀, 밤, 대추, 은행, 잣을 넣고 뚜껑을 닫아 밥을 짓는다.', '7. ⑦을 원하는 모양 틀에 넣고 모양을 잡은 후 호박씨, 잣, 대추 고명으로 장식한다.']",63
인절미,"['떡', '한과']",한식,간식,보통,150,37629,2,['찹쌀 400g'],"['실깨(고물) 2컵', '팥앙금 30g', '완두앙금 30g']",['소금 1작은술'],"['1. 찹쌀은 깨끗이 씻어 하룻밤 정도 불린 다음 소쿠리에 건져 물기를 뺀다.', '2. 시루나 찜통에 베보자기를 깔고 1시간 정도 심까지 무르게 찐다. 도중에 소금물을 고루 뿌려 위아래를 섞어가며 고루 찐다.', '3. 잘 쪄진 찹쌀을 절구나 안반에 쏟아서 뗙메에 소금물을 적셔가며 쌀알이 뭉개질 때까지 찧는다.', '4. 도마나 쟁반 위에 소금물을 바르고 따뜻한 인절미 덩어리를 놓아 0.5cm 두께로 편편하게 고루 편다.', '5. 양끝 3cm정도는 남겨 놓고 반으로 나눠 팥앙금과 완두앙금을 고루 펴 바르고 양끝부터 돌돌 말아 가운데서 만나게 한다.', '6. 동그랗게 만 인절미에 실깨고물을 고루 묻혀 랩으로 싼 다음 약간 굳으면 약 1cm 두께로 썰어 담아낸다. 인절미말이는 말랑말랑할 때 얼려 놓았다 필요할 때 해동시키면 굳지 않아 바로 먹을 수가 있다.']",46
